item_id,supplier_id,supplier_name,season,supplier_reference,supplier_reference_description,purchase_price,length,width,height,weight,hscode6,hscode10,main,sub,detail,level4,item_type,materials,dataset
74691,1331,Betterway,2026_AW,"S2D-B2877/8117WE, WF","New bone china 400ml mug with real gold text, top dia 8.0cm, bottom dia 6.4cm, H 12.0cm, 2pcs in open window craft box- two side print",1.23,8.0,6.4,12.0,370.0,691110.0,,Tableware,Dinnerware,Mugs,Unspecified,Mug,PORCELAIN (100.00%),train
66084,587,Kj Home Collection,2026_AW,JA-25082,Hand Painting Glass Jug with stopper Dia: 15cm H:18cm,2.95,15.0,15.0,18.0,630.0,701349.0,7013499900.0,Tableware,Wine & Bar Accessories,Decanters & Bottles,Unspecified,Jug,"GLASS (80.00%), WOOD (0.00%)",train
66858,16,Meizhou Jinfang,2026_AW,J255326,Deer 110CM,18.99,65.0,25.0,110.0,1550.0,830629.0,8306290000.0,Decoration,Home Accessories,Figurines,Animals,Deer,"IRON (40.00%), POLYESTER (60.00%)",train
71312,866,Nc Gardens,2026_AW,002C-DA1656D CR-400/002C-DA1656D LV-408/002C-DA1656D PK-492W,112cm DAHLIA SPRAY X3/112cm DAHLIA SPRAY X3/112cm DAHLIA SPRAY X3,1.82,112.0,26.0,9.0,53.0,670290.0,6702900000.0,Flowers & Plants,Artificial Flowers,Unspecified,Unspecified,Dahlia,"POLYESTER (50.00%), PLASTIC (40.00%), WIRE (10.00%)",train
64727,1732,Hightech Trading ,2026_AW,HTC24_Fuchsia  M,Candle Holder M 8x8x26,5.0,8.0,8.0,26.0,475.0,,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,IRON (100.00%),train
26239,1476,C&H Crystal,2026_AW,ch258 - m,8*8*30cm,2.4,8.0,8.0,30.0,235.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,"CRYSTAL (80.00%), METAL (20.00%)",train
72594,1312,Umiss ,2026_AW,CS-128_Large_dark green,120gsm paper with magnet  100cm height,29.4,35.0,35.0,100.0,1300.0,482390.0,4823908580.0,Decoration,Home Accessories,Figurines,Fantasy,Nutcracker,"PAPER (95.00%), MAGNETS (5.00%)",train
64282,1476,C&H Crystal,2026_AW,ch258 - l_1,8*8*35cm,3.25,8.0,8.0,35.0,240.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,"CRYSTAL (80.00%), METAL (20.00%)",train
77426,1331,Betterway,2026_AW,S2S-L2309FD/15-1512TPG/S2S-L2309FD/11-4800TPG/S2S-L2309FD/18-1435TPG_1,"Stoneware 160ml mug with embossed heart solid color with brushed color, top dia 6.8cm, bottom dia 4.3cm, H 7.5cm, 2pcs in craft sleeve/Stoneware 160ml mug with embossed heart solid color with brushed color, top dia 6.8cm, bottom dia 4.3cm, H 7.5cm, ",0.76,6.8,4.3,7.5,160.0,691200.0,,Tableware,Dinnerware,Mugs,Unspecified,Coffee cup,STONEWARE (100.00%),train
74207,797,China Base Jiayuan (Hema home),2026_AW,11891M-40-101-2 /1891N-40-077-3 MULTI-BLUE_1,"ASSORTMENT OF 2 Digital Printing Cushion with Embroidered Peacock Pattern, Solid Velvet Back, 400g Filling  45X45CM Vacuum Packing MOQ 300 pcs/pattern 480 pcs assortment",3.9,45.0,45.0,15.0,550.0,,,Home Textiles,Cushions,Cushions & Cushion Covers,Unspecified,Cushion,POLYESTER (100.00%),train
68160,694,Hongmei Arts & Crafts Co Ltd,2026_AW,M25023-8B,"frog pot,17*16*20",4.18,17.0,16.0,20.0,880.0,691390.0,6913901090.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,STONEWARE (100.00%),train
72010,991,Beijing Housewares,2026_AW,2512149,GLASS VASE-15.5*15.5*25CM,4.3,15.5,15.5,25.0,2162.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
81852,1178,China Artisans Limited,2026_AW,TJ096-Lila purple,Lila Purple Heart Shape travel   Jewellery box Size:11.0*11.0$4.80cm                                                  With heart shape mirror inside of lid                   1pc printing logo on the lid + inside,3.55,11.0,11.0,4.5,150.0,,,Decoration,Decoration Storage,Jewellery Boxes,Unspecified,Jewellery box,"PLASTIC (35.00%), CARDBOARD (12.00%), MIRROR (5.00%), GLUE (3.00%), VELVET (45.00%)",train
78850,137,Suraj International,2026_AW,11235_C,SMALLCOFFEE TABLE PACKED INSIDE EACH OTHER -                                            30X30X50 C,20.0,30.0,30.0,50.0,,940360.0,,Furniture,Tables,Coffee Tables,Unspecified,Coffee table,"MDF (25.00%), RECYCLED WOOD (75.00%)",train
73992,470,Zhejiang Top1,2026_AW,BS655-872 BURGUNDY/BS655-872 GREEN/BS655-872 OCHRE,"rechargeable touch LED table lamp  ,5V 1W                                battery: 1200mAh                  80cm USB cable ,without adaptor/rechargeable touch LED table lamp  ,5V 1W                                battery: 1200mAh                  80c",4.0,11.7,11.7,32.0,425.0,940521.0,9405219090.0,Lighting,Desk & Table Lamps,Unspecified,Unspecified,Table lamp,"MATEL (70.00%), GLASS (30.00%)",train
66396,1473,FUZHOU TWAY HOME DECOR (Minhou Hongjing Houseware ,2026_AW,HJ250187,S/3 Wood wall decor (tray)  L: 60*60*3.5CM.     M: 50*50*3.5 CM    S:40*40*3.5 CM,18.52,60.0,60.0,3.5,4600.0,442019.0,4420190000.0,Decoration,Wall Decoration,Wall Objects,Unspecified,Wall object,"MDF (70.00%), VENEER (30.00%)",train
61802,225,Jhilmil Exports,2026_AW,SP25-2084,Glass candle Holde/vase            19x19x20,5.0,19.0,19.0,20.0,2180.0,702000.0,,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (1.00%),train
66380,645,Minqian Arts & Crafts,2026_AW,T251407KDD147,METAL TABLE62*62*60.5  RUSTED  antic,13.0,62.0,62.0,60.5,5790.0,940320.0,9403208000.0,Furniture,Tables,Side Tables,Unspecified,Side table,IRON (100.00%),train
72590,1312,Umiss ,2026_AW,CS-128_Large_deep red,120gsm paper with magnet  100cm height,29.4,35.0,35.0,100.0,1300.0,482390.0,4823908580.0,Decoration,Home Accessories,Figurines,Fantasy,Nutcracker,"PAPER (95.00%), MAGNETS (5.00%)",train
26236,1476,C&H Crystal,2026_AW,cc221-5arms,5arms 30*30*120cm,33.5,30.0,30.0,120.0,6980.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,"CRYSTAL (60.00%), GLASS (40.00%)",train
72182,809,Shenyang New Seasons Arts&craf,2026_AW,F2461290-1,30CM RED CHRISTMAS TREE  SIZE:19x19x30CM,5.83,19.0,19.0,30.0,100.0,630790.0,6307909899.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"POLYFOAM (50.00%), PAPER (5.00%), FELT (45.00%)",train
60985,1793,"Langfang Wenjie Furniture Co., Ltd",2026_AW,DC-1679 GREEN,"plywood with ART SH17062-9/2 ,  Metal tube with wood transfer  or color powder coating  Leg size:20*80*1.2mm Seat foam：14.5cm(32kgs ) Front backrest foam：10cm（32kgs） ITEM SIZE:78.3*77*72.5",65.0,78.3,77.0,72.5,16100.0,940171.0,,Furniture,Sofas & Armchairs,Armchairs,Unspecified,Armchair,"FABRIC (25.00%), FOAM (45.00%), METAL (30.00%)",train
4530,223,Bhikshu,2026_AW,SBA 4877 DE,DINING TABLE,245.0,120.0,120.0,76.0,82.3,940389.0,9403890090.0,Furniture,Tables,Dining Tables,Unspecified,Dining table,"MARBLE (70.00%), MANGO WOOD (30.00%)",train
74445,991,Beijing Housewares,2026_AW,2445589-3/2445557-3,CRYSTAL GLASS CANDLE HOLDER-8*8*12.5CM/CRYSTAL GLASS CANDLE HOLDER-8*8*18CM,6.95,8.0,8.0,21.0,1480.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,GLASS (100.00%),train
75235,645,Minqian Arts & Crafts,2026_AW,T250507T2-H3,METAL DECORATION 34*13*89.5 + 26.5*12*71.5,11.9,,,,1470.0,830629.0,8306290000.0,Decoration,Home Accessories,Figurines,Flowers & Plants,Leaf,IRON (100.00%),train
63307,1780,CTR,2026_AW,FD5026-7,PS frame+printed paper+roll clear gel+artifical fur and tie embellished+5mm MDF backer+2 hangers  60*60*3.5cm,6.6,60.0,60.0,3.5,2260.0,491191.0,,Decoration,Wall Decoration,Paintings,Unspecified,Painting,"MDF (65.00%), PLASTIC (25.00%), PAPER (5.00%), IRON (2.00%)",train
74925,864,Wbt Manufacturing,2026_AW,WBT7617,BEAR DOORSTOP,3.85,26.0,24.0,27.0,1150.0,630790.0,,Decoration,Home Accessories,Other,Doorstoppers,Doorstop,"POLYESTER (60.00%), SAND (40.00%)",train
60642,622,Lianda Ceramics,2026_AW,LD17P050-L,polyresin deco（make the hole more deep to bottom）+26×14.5×49cm+1.9kgs,10.57,26.0,14.5,49.0,1900.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,POLYRESIN (100.00%),train
67878,536,Topchoice,2026_AW,126769,"PORCELAIN SHEEP WHITE COLOR, SMALL SIZE: 35.5X17.5X27CM",6.0,35.5,17.5,27.0,2400.0,681591.0,6815910000.0,Decoration,Home Accessories,Figurines,Animals,Sheep,"MAGNESIUM (70.00%), FIBER (20.00%), WATER (10.00%)",train
72370,477,Tonglu,2026_AW,G24827-cognac,"34×25×6.5CM 2 pokers ,5 dices,  1 banker , 1 domino, 80 metal chips",38.2,34.0,25.0,6.5,3000.0,950490.0,9504908000.0,Decoration,Decoration Storage,Storage Boxes,Unspecified,Game box,"PU (45.00%), MDF (35.00%), PAPER (10.00%), PLASTIC (2.00%), METAL (8.00%)",train
66854,16,Meizhou Jinfang,2026_AW,H15402-42CM,PE tree with metal base 14X14X42CM,2.28,14.0,14.0,42.0,280.0,392640.0,3926400000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Christmas tree,"IRON (30.00%), PET (70.00%)",train
72158,1743,TIO homedesign,2026_AW,25S01378-B,Glass Candle holder                             Size:6.5*6.5*9cm,1.32,6.5,6.5,9.0,420.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,GLASS (100.00%),train
66066,587,Kj Home Collection,2026_AW,JA-25134,Clear Storage jar Dia: 13.7cm H:24.5cm,2.58,13.7,13.7,24.5,500.0,701399.0,7013990090.0,Tableware,Table & Kitchen Accessories,Storage Jars,Unspecified,Storage jar,GLASS (100.00%),train
70936,1793,"Langfang Wenjie Furniture Co., Ltd",2026_AW,DC-872 aino_BROWN,"plywood with AINO G1038,metal tube with brown powder coating Leg size:32*1.0mm",22.0,54.5,48.0,73.0,63500.0,940171.0,,Furniture,Chairs,Dining Chairs,Unspecified,Dining chair,"FABRIC (30.00%), FOAM (30.00%), METAL (40.00%)",train
64242,231,Bahubali Creative Design Pvt. Ltd,2026_AW,JP-0004 - 3,Table lamp with shade,24.9,30.0,35.0,55.0,,940599.0,,Lighting,Desk & Table Lamps,Unspecified,Unspecified,Table lamp,"POLYESTER (60.00%), IRON (15.00%), COTTON (10.00%), WIRE (15.00%)",train
64280,1476,C&H Crystal,2026_AW,ch258 - s_1,8*8*25cm,2.85,8.0,8.0,25.0,233.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,"CRYSTAL (80.00%), METAL (20.00%)",train
65497,1748,"Minhou Xingjie Arts&Crafts Co., LTD",2026_AW,25XJG184,WOODEN MIRROR FRAME  50*5*123CM,10.5,50.0,5.0,123.0,8000.0,700992.0,,Decoration,Mirrors,Wall Mirrors,Unspecified,Wall mirror,"FIR WOOD (50.00%), MIRROR (40.00%), MDF (10.00%)",train
64847,814,Eastown International Ind,2026_AW,YT55Z25004,"HANGING CLOCK,60.00X4.50X60.00",35.27,60.0,4.5,60.0,5400.0,910521.0,9105210000.0,Decoration,Clocks,Wall Clocks,Unspecified,Wall clock,"IRON (85.00%), GLASS (15.00%)",train
64329,602,Huixiang,2026_AW,G5AP1524TG,Handblown glass vase turquoise with glitter L: 15.5cm W:10.5cm H:24.0cm,5.1,15.5,10.5,24.0,1400.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
73182,852,Xd Glass,2026_AW,XDTS106_1,solid yellow S,8.1,17.0,17.0,27.0,1000.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
72048,771,Real Fortune Arts&craft,2026_AW,LED-25SC8513P1,12.5H GLS W/LAMP SHADE+LED,3.58,11.5,11.5,24.8,625.0,940521.0,9405215000.0,Lighting,Desk & Table Lamps,Unspecified,Unspecified,Table lamp,GLASS (100.00%),train
73847,933,Rirong,2026_AW,RR27R040A_4_B,M,19.0,,,,,442019.0,4420190000.0,Decoration,Decoration Storage,Storage Boxes,Unspecified,Storage Trunk,"MDF (60.00%), FAUX LEATHER (20.00%), FABRIC (18.00%), METAL (2.00%)",train
75328,196,Seet Kamal,2026_AW,59484_1,ASSORTMENT OF 2 HOT AIR BALLOON 9.5 INCHES recycled cotton pulp,3.05,14.0,14.0,24.13,160.0,470610.0,4706100000.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,"PAPIER-MÂCHÉ (95.00%), THREAD (5.00%)",train
81853,1178,China Artisans Limited,2026_AW,TJ3244-Lila purple,Lila Zipped Heart shape jewellery box  Size:15.8*14.7*7.0cm                    1pc printing logo on the lid                                1pc printing logo inside of lid,5.7,15.8,14.7,7.0,270.0,,,Decoration,Decoration Storage,Jewellery Boxes,Unspecified,Jewellery box,"VELVET (55.00%), CARDBOARD (35.00%), FOAM (3.00%), METAL (4.00%), GLUE (3.00%)",train
71499,536,Topchoice,2026_AW,21B371S-R/21B370M-R/21B270S-R,"PORCELAIN VASE IN RED COLOR, MIDDLE SIZE: 11.1X11X10.1CM/PORCELAIN VASE IN RED COLOR, BIG SIZE: 10.6X10.6X17.6CM/PORCELAIN VASE IN RED COLOR, SMALL SIZE: 9X8.8X13.5CM",5.29,11.1,11.0,10.1,972.0,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
71604,694,Hongmei Arts & Crafts Co Ltd,2026_AW,MS234202-7_C,"angels 3ast,8*5*17.5 C",0.0,,,,,392640.0,,Decoration,Home Accessories,Figurines,Fantasy,,"POLYRESIN (98.00%), POLYESTER (2.00%)",train
71139,1286,Joyland,2026_AW,25W569,ASSORTMENT OF 2 PAPER ROPE+ PET D21.5 H17 D15.5,0.95,21.5,21.5,17.0,125.0,460290.0,4602900000.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,"PAPER (55.00%), PET (45.00%)",train
63108,1677,Hannah Grace,2026_AW,HG17235S,Metal Figurine Décor  Color change to Champagne gold same as HG17242GD 18.5x13.5x42.5CMH,3.4,18.5,13.5,42.5,330.0,830629.0,8306290000.0,Decoration,Home Accessories,Figurines,People,People,IRON (100.00%),train
59559,928,Champion Home,2026_AW,8014084,Tempered Glass Art 120X80X0.4CM,18.6,120.0,0.4,80.0,9600.0,491191.0,4911910090.0,Decoration,Wall Decoration,Prints & Posters,Unspecified,Wall decoration,"GLASS (90.00%), IRON (4.00%), POLYFOAM (4.00%), PAPER (2.00%)",train
72139,1743,TIO homedesign,2026_AW,25S630140,Glass Candle holder                             Size:15*15*15cm,3.65,15.0,15.0,15.0,1200.0,940550.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,,GLASS (100.00%),train
75084,217,Rajkamal Overseas,2026_AW,77287,WOODEN UNEVEN PLATTER   22.5 X 22.5 X 2.25  INCH,14.0,57.1,57.1,5.71,2600.0,441920.0,4419209000.0,Tableware,Serveware,Trays,Unspecified,Tray,MANGO WOOD (100.00%),train
47882,645,Minqian Arts & Crafts,2026_AW,T247966E546A,METAL DECORATION25.5*11.5*56,4.55,25.5,11.5,56.0,730.0,830629.0,8306290000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Christmas tree,IRON (100.00%),train
73247,177,Sturdy Exports,2026_AW,ST24-1476C GOLD,DECO TREE WITH REINDEER & TIE,9.79,56.5,33.0,6.5,1550.0,442019.0,4420190000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Pine tree,"MANGO WOOD (80.00%), ALUMINIUM (20.00%)",train
83460,95,Stalwart,2026_AW,STH2025670Abrown/STH2025670,GREEN ETCHED GLASS DIFFUSER & OIL WITH GIFT BOX 500ml/GREEN ETCHED GLASS DIFFUSER & OIL WITH GIFT BOX 500ml,28.75,10.16,10.16,17.78,1000.0,,,Decoration,Home Fragrances,Reed Diffusers,Unspecified,Reed diffuser,"GLASS (40.00%), FRAGRANCE OIL (60.00%)",train
73926,89,Gmb Trade Linkers,2026_AW,66051_1,COPPER FLOWER VASE,21.96,31.0,31.0,43.0,2470.0,830629.0,8306290000.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,METAL (100.00%),train
81352,1044,Crystal Coast Glassware,2026_AW,M13679-200C/M13679-200D DARK AMBER,amber/dark amber,6.85,19.5,11.0,25.0,2000.0,701090.0,,Tableware,Wine & Bar Accessories,Decanters & Bottles,Unspecified,Carafe,GLASS (100.00%),train
70158,1239,Remax Industrial Company Limited,2026_AW,761001-new_1,tea pot,8.35,16.0,14.0,12.0,,732392.0,7323920000.0,Tableware,Serveware,Teapots & Accessories,Unspecified,Teapot,"CAST IRON (90.00%), GLAZE (8.00%), STAINLESS STEEL (2.00%)",train
60818,855,Gemy Welldone Glass,2026_AW,J71251121MG,Solid grey green color glass        vase,5.88,17.5,17.5,46.5,1610.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
72183,809,Shenyang New Seasons Arts&craf,2026_AW,F2461289-1,43CMRED CHRISTMAS TREE  SIZE:22x22x43CM,10.17,22.0,22.0,43.0,170.0,630790.0,6307909899.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Tree,"POLYFOAM (50.00%), PAPER (5.00%), FELT (45.00%)",train
62483,1287,Jin Li Shi Arts And Crafts,2026_AW,24B5051,Lantern 26*22.5*57.5 19*14*41.5,16.8,26.0,22.5,57.5,4300.0,830629.0,8306290000.0,Decoration,Candles & Candle Holders,Hurricane Lights & Lanterns,Unspecified,Lantern,"FIR WOOD (50.00%), MATEL (50.00%)",train
47592,694,Hongmei Arts & Crafts Co Ltd,2026_AW,Medium mushroom santa,mushroom santa 2ast+10*7*14cm,1.89,10.0,7.0,14.0,,392640.0,3926400000.0,Decoration,Home Accessories,Figurines,Fantasy,Gnome,POLYRESIN (100.00%),train
61897,225,Jhilmil Exports,2026_AW,SP25-2159,Glass candle Holde/vase            11x11x10,0.98,11.0,11.0,10.0,330.0,702000.0,,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,GLASS (1.00%),train
74479,1768,Luminus,2026_AW,ref03,2000ml HWB with knitted cover size: 33*20cm,2.08,33.0,20.0,5.0,450.0,401699.0,,Home Textiles,Unspecified,Unspecified,Unspecified,, (%),train
67795,536,Topchoice,2026_AW,27004-1,"PORCELAIN CAT POT, SIZE: 13X12X17.5CM",3.2,13.0,12.0,17.5,750.0,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
73089,1249,"Featurex Lighting Manufacture Co., Ltd.",2026_AW,HC-24-0057L-2,fiber glass stool/coffee table 45*45*56cm,22.9,45.0,45.0,56.0,,940139.0,,Furniture,Tables,Coffee Tables,Unspecified,Coffee table,FIBREGLASS (100.00%),train
60617,754,Lolibaby,2026_AW,J2502518B,plush dog,3.52,13.0,7.0,25.0,99.0,950300.0,9503004100.0,Home Textiles,Soft Toys,Unspecified,Unspecified,Dog,POLYESTER (100.00%),train
74960,965,Xian Metals And Minerals Imp,2026_AW,25JP017,glass candle holder w/forest pattern in gold+white snowy painting,1.36,10.0,10.0,12.5,520.0,701399.0,7013990090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Candle holder,GLASS (0.00%),train
67718,866,Nc Gardens,2026_AW,028C-056FSD #12/GY,122cm ECHINOPS SPRAY,2.79,122.0,18.0,6.0,160.0,670210.0,6702100000.0,Flowers & Plants,Artificial Branches,Unspecified,Unspecified,Echinops,"PLASTIC (90.00%), WIRE (10.00%)",train
97,874,East Art Furniture,2026_AW,R039,TRUNK 78*59*41CM,70.0,78.0,59.0,41.0,30000.0,940360.0,9403609000.0,Furniture,Tables,Coffee Tables,Unspecified,Coffee table,ELM WOOD (100.00%),train
69794,39,Rapc BALI,2026_AW,1734 // 65 C1,Glass With Wooden Base White Wash - 30 x 30 x 30  IN CONTAINER,11.39,30.0,30.0,30.0,,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"GLASS (70.00%), WOOD (30.00%)",train
44327,665,Saite Gift Co Ltd,2026_AW,AD279679,Metal house w.LED hanger,1.33,10.0,5.8,5.8,50.0,950510.0,,Lighting,Decorative Lighting,Decorative Lighting,Unspecified,House,"IRON (82.00%), LED LIGHT (15.00%), ROPE (3.00%)",train
74057,438,Sofine Framing,2026_AW,SFCA6080-1/SFCA6080-2,60X80CM MDF Canvas frame/60X80CM MDF Canvas frame,5.13,60.0,3.2,80.0,1800.0,491199.0,4911990000.0,Decoration,Wall Decoration,Prints & Posters,Unspecified,Poster,"MDF (50.00%), CANVAS (50.00%)",train
60805,855,Gemy Welldone Glass,2026_AW,J71251160GYG,Solid grey green color glass vase,5.88,18.0,18.0,31.0,2250.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
74373,1699,Shengfeng,2026_AW,21CH0653-21,Christmas Tinsel Tree with ball 10x10x20.5cm BROWN,0.68,10.0,10.0,20.5,57.0,950510.0,9505109000.0,Decoration,Home Accessories,Decorative Objects,Decorative Trees,Christmas tree,"POLYSTYRENE (40.00%), PET (20.00%), POLYPROPYLENE (40.00%)",train
72357,647,Daikai,2026_AW,25US1261LS-burgundy,paper rope baskets L)34D*39H S)28D*33H,17.5,34.0,34.0,39.0,1675.0,460290.0,4602900000.0,Decoration,Decoration Storage,Storage Baskets,Unspecified,Storage Basket,PAPER (100.00%),train
71675,665,Saite Gift Co Ltd,2026_AW,AD264941/AD264946,Metal Santa hanger/Metal reindeer hanger,1.32,16.0,13.0,3.2,55.0,950510.0,9505109000.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,"IRON (98.00%), ROPE (2.00%)",train
61684,645,Minqian Arts & Crafts,2026_AW,T251287D153,METAL MIRROP62.5*6*94,14.8,62.5,6.0,94.0,6400.0,700992.0,7009920000.0,Decoration,Mirrors,Wall Mirrors,Unspecified,Wall mirror,"IRON (50.00%), MIRROR (30.00%), MDF (20.00%)",train
71137,1286,Joyland,2026_AW,25W567,ASSORTMENT OF 2 PAPER ROPE D15 H13 D11,0.56,15.0,15.0,13.0,63.0,460290.0,4602900000.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,"PAPER (55.00%), PET (45.00%)",train
95,874,East Art Furniture,2026_AW,R035,COFFEE TABLE 60*60*60CM,62.0,60.0,60.0,60.0,15000.0,940360.0,9403601000.0,Furniture,Tables,Side Tables,Unspecified,Side table,RECYCLED WOOD (100.00%),train
57443,784,Layn Sino Furniture,2026_AW,LSR24164 C,chair,62.0,82.0,100.0,75.0,9600.0,940161.0,9401610000.0,Furniture,Sofas & Armchairs,Armchairs,Unspecified,Lounge Chair,"FOAM (75.00%), FABRIC (25.00%)",train
72111,1743,TIO homedesign,2026_AW,25S11336-A,glass vase w/ lines & sprayed color                              Size:21.5*21.5*33.5cm,5.75,21.5,21.5,33.5,1425.0,701399.0,7013990090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,GLASS (100.00%),train
74093,1743,TIO homedesign,2026_AW,25S01237/25S01237-2,Glass Candle holder                             Size:7.1*7.1*21.5cm/Glass Candle holder                             Size:7.1*7.1*21.5cm,1.82,7.1,7.1,21.5,308.0,940550.0,9405500090.0,Decoration,Candles & Candle Holders,Tealight Holders,Unspecified,Tealight holder,GLASS (100.00%),train
74111,612,Glassboy,2026_AW,982505242-2/982505242-1,ASSORTMENT OF 2 GLASS ORNAMENT  6.6*6.6*11.2CM  COLOR:CLEAR BLUE/MATT BLUE,2.87,6.6,6.6,11.2,36.0,701399.0,7013990090.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,GLASS (100.00%),train
67858,536,Topchoice,2026_AW,4033A,"PORCELAIN CAT VASE IN WHITE COLOR, SMALL SIZE: 9X6.5X19.5CM",1.41,9.0,6.5,19.5,,691310.0,6913100090.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,"PORCELAIN (90.00%), WATER (5.00%), GLAZE (5.00%)",train
57399,784,Layn Sino Furniture,2026_AW,LSR24169左 Cream CR,sofa chair,82.0,103.0,93.0,77.0,25300.0,940161.0,9401610000.0,Furniture,Sofas & Armchairs,Modular Sofas,Unspecified,Modular sofa,"PLYWOOD (40.00%), FOAM (35.00%), FABRIC (25.00%)",train
76903,333,Like Ceramics,2026_AW,LYP01C-SP_B,"4/S 8"" PLATE SET  WINDOW CRAFT BOX B",0.0,,,,,691110.0,,Tableware,Unspecified,Unspecified,Unspecified,, (%),train
60432,95,Stalwart,2026_AW,STH2025665,CLEAR ETCHED SMALL WAX FILLED CANDLE WITH GIFT BOX,15.0,10.16,10.16,12.7,980.0,,,Decoration,Home Fragrances,Scented Candles,Unspecified,Scented candle, (%),train
74141,793,Jianwen Craft,2026_AW,11256810,Product Size:27*10.8*30CM/Product Size:27*10.8*30CM,19.8,27.0,10.8,30.0,4560.0,392640.0,3926400000.0,Decoration,Home Accessories,Other,Bookends,Bookend,RESIN (100.00%),train
73954,89,Gmb Trade Linkers,2026_AW,65519,ORANGE FLOWER VASE,8.99,30.0,30.0,47.0,1080.0,830629.0,8306290000.0,Decoration,Flower Pots & Vases,Vases,Unspecified,Vase,METAL (100.00%),train
68161,694,Hongmei Arts & Crafts Co Ltd,2026_AW,M25043-6.5B,"gnome pot,10*11*17",1.92,10.0,11.0,17.0,360.0,691390.0,6913901090.0,Decoration,Flower Pots & Vases,Flower pots,Unspecified,Flowerpot,STONEWARE (100.00%),train
83018,1367,Jagdish,2026_AW,JOTH-3353 C,Throw - 130x170 cm,10.4,170.0,130.0,1.0,,,,Home Textiles,Unspecified,Unspecified,Unspecified,,"COTTON (80.00%), VISCOSE (20.00%)",train
59669,704,Amoy,2026_AW,LF2459001,1ASST. FABRIC MOOSE W/TELESCOPING LEGS 35.00*25.00*160.00CM,27.5,35.0,25.0,160.0,3027.0,630790.0,6307909899.0,Decoration,Home Accessories,Figurines,Animals,Moose,POLYESTER (100.00%),train
71451,554,Just For Best,2026_AW,STA21148GHI,ASSORTMENT OF 3 metal ski,1.36,23.0,2.0,2.0,100.0,830629.0,8306290000.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,METAL (100.00%),train
74110,612,Glassboy,2026_AW,982401443/982502014,ASSORTMENT OF 2 GLASS  SEA HORSE ORNAMENT  5.5*2.4*12.7CM COLOR:DARK BLUE/GREEN,1.92,5.5,2.4,12.7,31.0,701399.0,7013990090.0,Decoration,Home Accessories,Other,Garlands & hangers,Hanger,GLASS (100.00%),train
