item_id,season,supplier_name,gt_color1,gt_color2,gt_color3,pred_detail_1,pred_detail_2,pred_detail_3,pred_main_1,pred_main_2,pred_main_3,is_multi,confidence_1,confidence_2,confidence_3,image_description,errors,latency_seconds,success,image_path
46232,2026_SS,Xian Metals And Minerals Imp,Pink,Orange,,Multi,,,Multi,,,True,1.0,,,"The product features a clear glass base with vibrant patterns. The left holder displays pink, orange, and yellow fish designs, while the right holder showcases blue and green fish. The overall finish is glossy, enhancing the colors' brightness.",,8.59,True,../pics/2026_SS/Xian Metals And Minerals Imp_1578/images/46232_24JP1136_0_2026_SS-Xian Metals And Minerals Imp-1578-SELECTION-SHEET (1).jpg
35260,2026_SS,Like Ceramics,White,Yellow,,White,Yellow,Green,White,Yellow,Green,False,0.9,0.85,0.8,The product features a dominant white base with bright yellow lemon motifs and green leaves. The saucers are a soft yellow. The ceramic finish gives a glossy appearance.,,9.8,True,../pics/2026_SS/Like Ceramics_1295/images/35260_NX35A-LEMON_0_ESTIMATED ORDER-Like Ceramics-2026_SS-SF1295 (1).jpg
51553,2026_AW,Asian handicrafts,Azure blue,,,Light blue,White,Gold,Blue,White,Gold,False,0.95,0.8,0.85,"The product features a dominant light blue color with a textured surface. There are subtle white accents throughout, creating a speckled effect. The base has a metallic gold finish, adding a contrasting element. Overall, the product exhibits a soft, pastel aesthetic.",,9.92,True,../pics/2026_AW/Asian handicrafts_1840/images/51553_AHD-9997626 C_0_ESTIMATED ORDER-Asian handicrafts-2026_AW-SF1840.jpg
78070,2026_AW,All Market ,Transparent,,,Transparent,White,,Transparent,White,,False,0.95,0.85,,"The product features a matte white frame and transparent beads. The beads create a shimmering effect, reflecting light. The overall color scheme is predominantly white and clear, with no distinct patterns or gradients.",,9.33,True,../pics/2026_AW/All Market _2674/images/78070_AM138-LV -D40 - tranparent_0_ESTIMATED ORDER - All Market -2026_AW-SF2674.jpg
55450,2026_SS,Topchoice,Black,,,Black,,,Black,,,False,0.95,,,"The product features a dominant matte black color with subtle variations in tone, particularly around the facial features and textured areas. The surface has a smooth finish, enhancing the depth of the black hue. There are no additional colors or patterns present.",,7.84,True,../pics/2026_SS/Topchoice_1628/images/55450_pot-14_0_2026_SS-Topchoice-1467-INFORMATION-SHEET-12-9.jpg
56752,2026_SS,Dongguan Jian Ke Da Arts&Crafts ( Yuefeng),White,Blue,,Light blue,White,,Blue,White,,False,0.9,0.85,,"The product features a dominant light blue color with varying shades creating depth. The seahorses have a textured finish, enhancing the visual interest. The base is a solid white, providing contrast. The glass dome is clear, allowing visibility of the interior. Overall, the product exhibits a serene aquatic theme.",,12.19,True,../pics/2026_SS/Yue Feng_1498/images/56752_YF2024197_0_2026_SS-Yue Feng-1498-1701-SELECTION-SHEET.jpg
63102,2026_AW,Dingsheng Gift,Ecru,Beige,,Off-white,Light beige,,White,Beige,,False,0.9,0.85,,"The product features a dominant off-white color with a matte finish, accented by light beige tones. The surface shows a textured, weathered appearance, indicating a rustic style. There are subtle variations in color due to the distressed finish. Overall, the product presents a classic, vintage aesthetic.",,10.63,True,../pics/2026_AW/Dingsheng Gift_1543/images/63102_25080_0_SELECTION SHEET-Dingsheng Gift-2026_AW-SF1543.jpg
62772,2026_SS,Teammann,Beige,,,Beige,,,Beige,,,False,0.9,,,"The planter features a soft, natural beige color with a matte finish. The surface has a subtle texture, enhancing its organic appearance. The inner part of the planter is a slightly lighter shade of beige. Overall, the product exhibits a cohesive color scheme.",,7.2,True,../pics/2026_SS/Teammann_1040/images/62772_AM2221206_0_SELECTION SHEET-Teammann-2026_SS-SF1040.jpg
54941,2026_SS,Glory International,Green,,,Green,Blue,Yellow,Green,Blue,Yellow,False,0.9,0.8,0.7,"The product features a dominant pale green color with iridescent qualities, displaying subtle hints of blue and soft yellow undertones. The glass has a glossy finish that enhances its reflective properties. The surface exhibits vertical ribbing, adding texture to the overall appearance.",,8.79,True,../pics/2026_SS/Glory International_1687/images/54941_AKQ2023W-1G_0_last update price 2026_SS-Glory International-1687-SAMPLE-REQUEST-SHEET REV1 2025.1.9.jpg
73251,2026_AW,Sturdy Exports,Natural,Gold,,Natural,Gold,,Natural,Gold,,False,0.9,0.85,,"The product features a natural wood tone for the ring and a metallic gold finish for the angel. The wooden ring has a matte texture, while the angel has a glossy metallic sheen. A small wooden bead in a natural wood tone is also present.",,8.89,True,../pics/2026_AW/Sturdy Exports_2626/images/73251_ST24-1239A GOLD_0_SELECTION SHEET-Sturdy Exports-2026_AW-SF2626.jpg
49897,2026_SS,Sitong,Off-white,Green,,Green,White,,Green,White,,False,0.9,0.9,,"The product features a glossy white base with vertical green stripes and a green lid with a circular handle. The green is vibrant and fresh, contrasting with the white. The overall finish is glossy, enhancing the colors' brightness.",,8.17,True,../pics/2026_SS/Sitong_1762/images/49897_124_0_2026_SS-Sitong-1762-SELECTION-SHEET.jpg
57924,2026_SS,V&S,Blue,White,,Terracotta,White,Beige,Brown,White,Beige,False,0.9,0.85,0.8,"The product features a terracotta base with a matte finish, predominantly in a warm orange-brown color. The top has a white paraffin wax layer, and the exterior is adorned with intricate patterns in a lighter beige tone. The overall appearance combines earthy and neutral shades.",,9.59,True,../pics/2026_SS/V&s_1618/images/57924_24SN110585_0_2026_SS-V&s-1618-INFORMATION-SHEET 2.jpg
68941,2026_AW,New Star Arts & Crafts,White,,,White,,,White,,,False,0.95,,,"The product features a dominant soft white color with a matte finish, giving it a plush appearance. The overall texture is smooth and velvety, enhancing the light reflection subtly. There are no distinct patterns or gradients present.",,10.25,True,../pics/2026_AW/New Star Arts & Crafts_1176/images/68941_D6K776-WJ_0_SELECTION SHEET-New Star Arts & Crafts-2026_AW-SF1176.jpg
57710,2026_SS,Dalian East International,Green,,,Green,White,,Green,White,,False,0.9,0.85,,"The product features a dominant green color for the foliage and a lighter green for the floral heads, complemented by small white accents from the flower buds. The leaves have a matte finish, while the floral heads exhibit a slightly textured appearance. Overall, the product presents a natural look with a harmonious blend of colors.",,10.1,True,../pics/2026_SS/Dalian East International_1562/images/57710_XG-030 DARK GREEN_0_2026_SS-Dalian East International-1562-SELECTION-SHEET.jpg
16762,2026_SS,"Santang Ceramics Manufacturing Co., Ltd",Blue,,,Light blue,Grey,Beige,Blue,Grey,Beige,False,0.9,0.85,0.8,"The product features four ceramic bowls in distinct colors: a soft grey, a pale beige with a subtle gradient, a light blue with speckled patterns, and a deeper blue. The finishes are matte with a slight sheen. Each bowl exhibits a unique texture and color variation, enhancing their visual appeal.",,10.27,True,"../pics/2026_SS/Santang Ceramics Manufacturing Co., Ltd_1411/images/16762_ST3217-bright blue_0_2026_SS-Santang Ceramics Manufacturing Co., Ltd-1411-SELECTION-SHEET.jpg"
61540,2026_AW,Hangzhou Kainoo ,Greige,,,Black,Beige,,Black,Beige,,False,0.9,0.85,,"The lamp features a combination of natural beige and deep black colors in a striped pattern. The material has a matte finish, enhancing the texture of the paper rope. The distinct colors are prominently arranged in alternating stripes.",,9.77,True,../pics/2026_AW/Hangzhou Kainoo _2387/images/61540_25CJ146_0_INFORMATION SHEET-Hangzhou Kainoo -2026_AW-SF2387.jpg
62755,2026_SS,Teammann,Multi,,,Yellow,White,Green,Yellow,White,Green,False,0.9,0.85,0.75,"The product features a dominant yellow color with white accents. The surface has a glossy finish, enhancing the brightness of the colors. Floral patterns in yellow and green are present, adding detail to the design. The overall appearance is cheerful and vibrant.",,7.78,True,../pics/2026_SS/Teammann_1040/images/62755_F62-23057_0_SELECTION SHEET-Teammann-2026_SS-SF1040.jpg
57430,2026_AW,Layn Sino Furniture,Dark green,,,Light beige,,,Beige,,,False,0.9,,,"The stool features a dominant light beige color with a textured fabric finish. The surface exhibits a subtle pattern, adding depth to the overall appearance. The material is primarily soft and matte, enhancing its cozy aesthetic.",,11.17,True,../pics/2026_SS/Layn Sino Furniture_1661/images/57430_LSR16199 D_0_2026_SS-Layn Sino Furniture-1661-SELECTION-SHEET.jpg
61802,2026_AW,Jhilmil Exports,Fuchsia,,,Pink,,,Pink,,,False,0.95,,,"The product features a dominant deep pink color with a glossy finish. The surface has vertical ribbed patterns that enhance its visual texture. The overall appearance is vibrant and reflective, typical of colored glass.",,9.35,True,../pics/2026_AW/Jhilmil Exports_2131/images/61802_SP25-2084_0_final price + pack rev jhilmil.jpg
71253,2026_AW,Nanyang Arts And Crafts,Bronze,Gold,,Bronze,Black,,Bronze,Black,,False,0.9,0.85,,"The product features a dominant antique gold color with bronze undertones, exhibiting a metallic finish. The surface has a textured appearance, enhancing the visual depth. The base is a matte black. Overall, the piece presents a rich, warm color palette.",,8.23,True,../pics/2026_AW/Nanyang Arts And Crafts_2157/images/71253_NY9367208B_NY9367209B_0__merged_20250624_105138736.jpg
45553,2026_AW,"Shenyang James Global Co., LTD. ",White,Christmas red,,Off-white,Brown,Red,White,Brown,Red,False,0.9,0.85,0.75,"The product features a dominant cream color with soft, fluffy white accents on the ears, tail, and paws. The collar is a rich brown with red and silver embellishments. The overall finish is matte, enhancing the plush texture.",,10.27,True,../pics/2026_AW/Shenyang James Arts & Crafts_1724/images/45553_D012430406-1WH_0_SELECTION SHEET-Shenyang James Arts & Crafts-2026_AW-SF1724.jpg
8242,2026_AW,Ceramicosta,Orange,Brown,,Orange,Dark brown,,Orange,Brown,,False,0.9,0.85,,"The vases feature a dominant warm orange color with a glossy finish. The upper portion transitions into a dark brown, almost black, glaze, creating a gradient effect. The ceramic surface has a smooth texture, enhancing the vibrancy of the colors.",,9.41,True,../pics/2026_AW/Ceramicosta_2790/images/8242_9125-21 orange silv_0_SELECTION SHEET-Ceramicosta-2026_AW-SF2790 (1).jpg
56550,2026_SS,Hannah Grace,Orange,Off-white,,Multi,,,Multi,,,True,1.0,,,"The product features a combination of white, orange, yellow, and green colors. The body has a white base with orange and yellow stripes, while the hats are orange and yellow. The legs are orange and yellow as well. The finish appears to be matte with a slight sheen on the stripes.",,9.24,True,../pics/2026_SS/Hannah Grace_1722/images/56550_HG17587L_Y yellow orange_1_0_60328_merged_20241223_152436415.jpg
71145,2026_AW,Joyland,White,Gold,,Off-white,Gold,,White,Gold,,False,0.85,0.85,,"The product features a dominant off-white color with gold accents in the form of stripes. The texture is matte, with a woven appearance. The second basket is primarily a rich gold color with a similar woven texture. Both baskets exhibit a natural, organic look.",,8.13,True,../pics/2026_AW/Joyland_2266/images/71145_25W580_0_ESTIMATED ORDER - Joyland-2026_AW-SF2266.jpg
67892,2026_AW,Topchoice,Light pink,,,Pink,Taupe,,Pink,Beige,,False,0.9,0.85,,"The product features a dominant pink cap with a textured surface, transitioning to a smooth white stem with subtle taupe accents at the base. The pink is soft and pastel, while the taupe adds warmth to the overall appearance. The finish is matte, enhancing the natural look of the materials.",,8.8,True,../pics/2026_AW/Topchoice_2163/images/67892_28126A_0_INFORMATION SHEET-Topchoice-2026_AW-SF2163-0521.jpg
71096,2026_AW,Linshu Ronghua,Natural,,,Natural,,,Natural,,,False,0.95,,,"The product features a natural wood tone with a warm, light brown color. The wicker material has a matte finish, enhancing the organic appearance. The handles are also in a similar light brown shade, maintaining a cohesive look.",,9.87,True,../pics/2026_AW/Linshu Ronghua_2255/images/71096_2505100-1 medium_0_ESTIMATED ORDER - Linshu Ronghua-2026_AW-SF2255.jpg
66367,2026_AW,Minqian Arts & Crafts,White,,,Light grey,Light blue,,Grey,Blue,,False,0.9,0.85,,"The product features a dominant light gray color with a textured matte finish. There are subtle variations in the gray tone, giving it a slightly speckled appearance. The interior of the vase is a soft blue, contrasting with the exterior. Overall, the product has a clean and modern aesthetic.",,11.39,True,../pics/2026_AW/Minqian Arts & Crafts_2299/images/66367_T250882D146_1_0_SELECTION SHEET-Minqian Arts & Crafts-2026_AW-SF2299 Pat Ok.jpg
70976,2026_AW,Chandra,Gold,Transparent,,Transparent,Gold,,Transparent,Gold,,False,0.9,0.85,,"The candle holder features a clear glass body with a glossy finish and a metallic gold rim at the top. The glass has a textured surface, adding visual interest. The overall color scheme is predominantly clear with a distinct gold accent.",,9.41,True,../pics/2026_AW/Chandra_2240/images/70976_CG2770_0_INFORMATION SHEET-Chandra-2026_AW-SF2240.jpg
71508,2026_AW,New Star Arts & Crafts,Beige,,,Off-white,Light beige,Beige,White,Beige,Beige,False,0.9,0.85,0.8,"The product features a soft cream color for the bear's body, with a light beige scarf and a beige knitted hat. The hat has a white fluffy pom-pom on top. The gift box is a natural beige with a textured finish. The eyes are black, adding contrast.",,12.11,True,../pics/2026_AW/New Star Arts & Crafts_1176/images/71508_F92590-J_F92708-J_0_ESTIMATED ORDER-New Star Arts & Crafts-2026_AW-SF1176 (1).jpg
49183,2026_SS,Elegant Garden,Dark green,,,Dark green,,,Green,,,False,0.95,,,"The product features a deep green color with a glossy finish, showcasing a leaf-like design. The surface has subtle variations in tone, enhancing its natural appearance. The overall look is rich and vibrant, with a smooth texture.",,8.68,True,../pics/2026_SS/Elegant Garden_1726/images/49183_E3440A32-1_0_2026_SS-Elegant Garden-1726-SELECTION-SHEET - pat ok.jpg
45554,2026_AW,"Shenyang James Global Co., LTD. ",Beige,Christmas red,,Light beige,Red,,Beige,Red,,False,0.9,0.85,,"The product features a dominant light beige color with a soft, fluffy texture. It has a red bow around its neck and small red accents on its legs. The overall finish is matte, enhancing the natural look of the fabric. The distinct colors include light beige and red.",,7.79,True,../pics/2026_AW/Shenyang James Arts & Crafts_1724/images/45554_D012430412-1NAT_0_INFORMATION SHEET-Shenyang James Arts &amp; Crafts-2026_AW-SF1724_20250604_115613820.jpg
68095,2026_AW,Hongmei Arts & Crafts Co Ltd,Light beige,,,Off-white,Light beige,Brown,White,Beige,Brown,False,0.9,0.85,0.75,"The product features a predominantly off-white color with subtle beige tones. The antlers are a light cream with hints of brown, while the fur around the neck is a soft, light beige. The overall finish is matte, enhancing the natural appearance. There are no distinct patterns or gradients. ",,8.64,True,../pics/2026_AW/Hongmei Arts & Crafts Co Ltd_2153/images/68095_MS193584-6J-3_0_INFORMATION SHEET-Hongmei Arts & Crafts Co Ltd-2026_SS-SF2139.jpg
49407,2026_SS,Longda Ceramics,Green,White,,Light blue,White,Red,Blue,White,Red,False,0.9,0.85,0.85,"The product features a glossy finish with alternating light blue and white vertical stripes, complemented by a vibrant red interior. The blue and white stripes create a soft, pastel appearance, while the red adds a bold contrast.",,7.88,True,../pics/2026_SS/Longda Ceramics_1769/images/49407_LD6425-M115-6&quot;15X15CM GREEN_0_OCT 2026_SS-Longda Ceramics-1769-INFORMATION-SHEET (1)_20241119_140047942.jpg
27909,2026_SS,Chuangda Porcelain Manufactory,Off-white,Beige,,Off-white,,,White,,,False,0.9,,,"The product features a predominantly white color with subtle off-white or cream accents along the vertical grooves. The finish appears matte, enhancing the textured surface of the terracotta material. There are no distinct patterns or gradients. ",,7.75,True,../pics/2026_SS/Chuangda Porcelain Manufactory_1199/images/27909_CD10295A-11672B_0_2026_SS-Chuangda Porcelain Manufactory-1199-SELECTION-SHEET - old PAT OK.jpg
67254,2026_SS,Nurissah,Yellow,Azure blue,,Yellow,Blue,Natural,Yellow,Blue,Natural,False,0.85,0.85,0.8,"The product features a combination of yellow and blue colors, with a natural wood tone for the frame. The seat has a striped pattern of yellow and blue, while the frame is primarily natural with blue accents. The finishes are matte for the wood and glossy for the woven elements.",,8.89,True,../pics/2026_SS/Nurissah_2032/images/67254_ST_WhiteBlack_2_0_SELECTION SHEET-Nurissah-2026_SS-SF2032.jpg
82685,2026_AW,M&sense,White,Beige,,Off-white,Beige,Camel,White,Beige,Brown,False,0.9,0.85,0.75,"The product features a creamy off-white wax color with a glossy finish. The glass jar is transparent, showcasing the wax inside. The decorative elements include soft beige and light brown illustrations of skiers and trees, adding a subtle contrast. The overall appearance is elegant and minimalistic.",,8.01,True,../pics/2026_AW/M&sense_1639/images/82685_M2_0_SELECTION SHEET-M&sense-2026_AW-SF1639.jpg
74961,2026_AW,Xian Metals And Minerals Imp,White,Dark green,,White,Green,Gold,White,Green,Gold,False,0.9,0.85,0.8,"The product features a white base with a glossy finish, adorned with a forest pattern in deep green and gold accents. The gold appears as a metallic sheen along the top edge. The overall design includes a snowy effect with white speckles. ",,8.68,True,../pics/2026_AW/Xian Metals And Minerals Imp_2745/images/74961_25JP018_0_FINAL PRICE + PACK xian metals.jpg
63771,2026_SS,Evergreat International Co,Natural,Light pink,,Beige,Pink,,Beige,Pink,,False,0.85,0.85,,"The product features a natural beige color from the rush material, complemented by soft pink accents woven throughout. The finish appears matte, enhancing the organic feel of the materials. The design includes a pattern of alternating pink and beige sections. ",,7.58,True,../pics/2026_SS/Evergreat International Co_2470/images/63771_s2 pink-small_0_ESTIMATED ORDER - Evergreat International Co-2026_SS-SF1784_20250528_100901710.jpg
65496,2026_AW,"Minhou Xingjie Arts&Crafts Co., LTD",Natural,,,Natural,,,Natural,,,False,0.95,,,"The product features a natural wood tone with a matte finish, showcasing light brown hues and subtle grain variations. The frame has a rustic appearance with a slightly textured surface. The glass is clear, allowing visibility of the photo inside.",,7.24,True,"../pics/2026_AW/MINHOU XINGJIE ARTS&CRAFTS Co., LTD_2242/images/65496_25XJG200_0_INFORMATION SHEET-MINHOU XINGJIE ARTS&CRAFTS Co., LTD-2026_AW-SF2242.jpg"
66680,2026_SS,Hastkala Exports,Orange,White,,Natural,Pink,White,Natural,Pink,White,False,0.9,0.85,0.8,"The bowl features a natural wood tone exterior with a glossy finish. The interior showcases a soft pink color with a white intricate pattern. The overall design combines the warmth of wood with a delicate, decorative touch.",,8.37,True,../pics/2026_SS/Hastkala Exports_2550/images/66680_4213-orange1_4213-orange2_0__merged_20250522_143209900.jpg
68610,2026_AW,Castanheira,Dark green,Turquoise,,Green,,,Green,,,False,0.9,,,"The product features a dominant rustic green color with variations in hue, exhibiting a glossy finish. The surface displays a gradient effect, transitioning from darker to lighter shades of green. The overall appearance is smooth and ceramic in texture.",,7.85,True,../pics/2026_SS/Castanheira_2087/images/68610_407_70_0_2026_SS-CASTANHEIRA-SELECTION-SHEET - VF.jpg
54884,2026_SS,Dingsheng Gift,Dark green,,,Dark green,Rust brown,Brown,Green,Brown,Brown,False,0.9,0.85,0.7,"The product features a dominant dark green color with a textured matte finish. There are accents of rust orange and brown, adding a weathered look. The overall appearance is earthy and natural, with a slight gradient effect from the green to the rust tones. The total number of distinct colors is estimated to be 3.",,11.96,True,../pics/2026_SS/Dingsheng Gift_1544/images/54884_19104_0_DINGSHENG 1-2026 SELECTION SHEET.jpg
48915,2026_SS,Xingyong,White,,,White,,,White,,,False,0.95,,,"The product features a dominant white color with a textured surface that creates a matte finish. The design includes a pattern of raised, rounded shapes, enhancing its visual interest. There are no additional distinct colors present.",,10.98,True,../pics/2026_SS/Xingyong_1763/images/48915_24103-1 L white_0_2026_SS-Xingyong-1763-SELECTION-SHEET PAT OK.jpg
62476,2026_AW,Jin Li Shi Arts And Crafts,Beige,,,Light beige,Dark brown,,Beige,Brown,,False,0.9,0.85,,"The lanterns feature a dominant light beige wood tone with a weathered finish, accented by dark brown details on the edges and heart cutouts. The glass sections are clear, allowing visibility of the interior. The overall finish is matte with a rustic texture.",,9.09,True,../pics/2026_AW/Jin Li Shi Arts And Crafts_2245/images/62476_24B0032 heart_0_INFORMATION SHEET-Jin Li Shi Arts And Crafts-2026_AW-SF2245.jpg
32697,2026_AW,Mingjiangnan Furniture,Brown,,,Brown,Black,,Brown,Black,,False,0.9,0.85,,"The lounge chair features a rich brown faux leather upholstery with a slightly textured finish, complemented by a matte black steel frame. The cushion and backrest are uniform in color, while the cylindrical bolster adds a cohesive design element. Overall, the product exhibits a warm, inviting color palette.",,9.19,True,../pics/2026_AW/Mingjiangnan Furniture_2114/images/32697_M-64319_2_brown_0_ESTIMATED ORDER-Mingjiangnan Furniture-2026_AW-SF2114.jpg
70584,2026_SS,Mode,Dark green,Natural,,Green,Beige,,Green,Beige,,False,0.9,0.85,,"The product features a dominant green color with a matte finish, complemented by natural tan accents from the raffia and seagrass materials. The green is vibrant and consistent throughout, while the tan adds a subtle contrast. There are no distinct patterns or gradients. Overall, the product showcases a cohesive color scheme.",,7.35,True,../pics/2026_SS/Mode_2547/images/70584_dark green small_C_0_ok ESTIMATED ORDER-Mode-2026_SS-SF1782 (1).jpg
57734,2026_SS,Deco Import,Multi,,,Green,Blue,Yellow,Green,Blue,Yellow,False,0.85,0.85,0.85,"The product features a variety of colors including green, blue, yellow, and orange, with white accents. The finishes are glossy, enhancing the vibrancy of the colors. Each fish-shaped dish has distinct stripes or patterns in contrasting colors. Overall, there are four distinct colors present across the products.",,7.4,True,../pics/2026_SS/Deco Import_1519/images/57734_SHB20141256-2 stripe_1_0_60117_merged_20250123_121050622.jpg
48284,2026_AW,San Tai Arts & Crafts,Dark green,Natural,,Green,White,Brown,Green,White,Brown,False,0.9,0.85,0.8,"The product features a dominant green color for the foliage, accented with white frost-like tips. The base is a natural wood tone, while the pot is a light brown paper finish. The overall appearance includes a mix of green and white with a natural wood element.",,8.8,True,../pics/2026_AW/San Tai Arts & Crafts_1584/images/48284_ST24-T1036X_0_ESTIMATED ORDER-San Tai Arts & Crafts-2026_A.jpg
56432,2026_SS,Topchoice,Multi,,,Multi,,,Multi,,,True,1.0,,,"The product features a variety of bright colors including yellow (for the feet), white (body), blue, pink, orange, and green (for the swim rings). The finish is glossy, enhancing the vibrancy of the colors. There are multiple distinct color patterns on the swim rings. ",,7.68,True,../pics/2026_SS/Topchoice_1628/images/56432_5E25001-2_1_0_60435_merged_20241220_093609126.jpg
67264,2026_SS,Nurissah,Pink,Green,,Natural,Pink,Green,Natural,Pink,Green,False,0.85,0.85,0.85,"The product features a natural wood tone for the frame, with a vibrant pink and green polyrattan weave on the seat. The colors are bright and playful, with a matte finish on the woven surface. The overall design includes distinct stripes of pink and green. ",,7.69,True,../pics/2026_SS/Nurissah_2032/images/67264_ST_WhiteBlack2_3_0_SELECTION SHEET-Nurissah-2026_SS-SF2032.jpg
47884,2026_AW,Minqian Arts & Crafts,Red,,,Christmas red,,,Red,,,False,0.95,,,"The product features a dominant shiny red color with a metallic finish. The star at the top and the decorative bells are also in the same vibrant red hue. The overall appearance is glossy, enhancing the brightness of the color.",,8.31,True,../pics/2026_AW/Minqian Arts & Crafts_1656/images/47884_T247966D63_0_SELECTION SHEET-Minqian Arts & Crafts-2026_AW-SF1656 Pat Ok.jpg
54181,2026_SS,Zibo Beacon,Blue,,,Blue,White,Green,Blue,White,Green,False,0.9,0.85,0.75,"The product features a dominant blue color with a mix of lighter blue and white speckles. The glass has a glossy finish, enhancing the vibrancy of the colors. There are hints of green within the blue pattern. Overall, the starfish has a multi-color aspect due to the speckled design.",,8.47,True,../pics/2026_SS/Zibo Beacon_1708/images/54181_ESA4671_0_2026_SS-Zibo Beacon-1708-SELECTION-SHEET.jpg
55334,2026_SS,Topchoice,Light blue,,,Light green,White,,Green,White,,False,0.9,0.85,,"The vase features a dominant light green color with a glossy finish. It has white leaf-like patterns embossed on the surface, adding contrast. The overall appearance is smooth and polished.",,7.28,True,../pics/2026_SS/Topchoice_1628/images/55334_24113A-1_0_2026_SS-Topchoice-1467-INFORMATION-SHEET-12-9.jpg
64245,2026_AW,Big Fortune Arts And Crafts,White,Gold,,Natural,Gold,,Natural,Gold,,False,0.9,0.85,,"The product features a natural wood tone with a matte finish, complemented by metallic gold accents on the horizontal bars. The overall appearance is light and airy, with a simple design.",,7.78,True,../pics/2026_AW/Big Fortune Arts And Crafts_1650/images/64245_24A1988_1_0_SELECTION SHEET-Big Fortune Arts And Crafts-2026_AW-SF1650 PAT OK.jpg
66585,2026_AW,Tianyi / Fangliu,White,,,White,,,White,,,False,0.95,,,"The product features a dominant pure white color with a matte finish. The surface has a textured, ribbed pattern that adds visual interest. There are no additional colors present.",,8.0,True,../pics/2026_AW/Tianyi _ Fangliu_2312/images/66585_FW250455_1_1_0_SELECTION SHEET-Tianyi _ Fangliu-2026_AW-SF2312.jpg
34524,2026_SS,Teammann,Orange,White,,Orange,Green,,Orange,Green,,False,0.95,0.85,,"The product features a dominant orange color with a glossy finish, resembling the surface of a grapefruit. A small green accent is present at the top, representing the stem. The overall appearance is vibrant and smooth.",,7.94,True,../pics/2026_SS/Teammann_1040/images/34524_E2918005_0_SELECTION SHEET-Teammann-2026_SS-SF1040.jpg
64370,2026_AW,Huixiang,Multi,,,Multi,,,Multi,,,True,1.0,,,"The product features a vibrant color palette with dominant hues of orange, pink, and red. The top section is a glossy orange, followed by a transparent amber, a warm red, and multiple shades of pink, including a deeper pink at the base. The glass has a smooth, glossy finish with some bubbles visible in the pink sections. Overall, there are 5 distinct colors.",,9.01,True,../pics/2026_AW/Huixiang_2388/images/64370_T25JP0830S3_0_FINAL PRICE + PACK REV -Huixiang-2026_AW-SF2388.jpg
56407,2026_SS,Xian Metals And Minerals Imp,Grey,,,Green,White,,Green,White,,False,0.9,0.85,,"The product features two glass candle holders. The left holder is a soft, translucent white with a matte finish, while the right holder is a muted, translucent green with a similar matte finish. Both holders display a fish pattern etched into the glass. The overall color scheme is serene and subtle.",,7.05,True,../pics/2026_SS/Xian Metals And Minerals Imp_1578/images/56407_24JP1133_1_0_63666_merged_20241220_063704195.jpg
58518,2026_SS,Like Ceramics,Purple,Red,,Multi,,,Multi,,,True,1.0,,,"The teapot and saucers feature vibrant colors including red, orange, pink, and white. The teapot has intricate patterns with orange, yellow, and red accents, while the saucers are solid red and pink. The ceramic finish is glossy, enhancing the brightness of the colors.",,8.1,True,../pics/2026_SS/Like Ceramics_1295/images/58518_LY225-OP01_LY225-OP02_0__merged_20250313_082511841.jpg
56425,2026_SS,Topchoice,Light green,White,,White,Green,,White,Green,,False,0.85,0.85,,"The product features two distinct colors: a matte white and a soft, muted green. The white has a smooth, matte finish, while the green exhibits a glossy sheen. Both colors are solid without any patterns or gradients.",,7.31,True,../pics/2026_SS/Topchoice_1628/images/56425_24055-3_24055A-3_0_2026_SS-Topchoice-1628-SELECTION-SHEET.jpg
70884,2026_AW,Xian Metals And Minerals Imp,Khaki green,Gold,,Silver,Black,Gold,Silver,Black,Gold,False,0.9,0.85,0.8,"The product features a glossy silver base with intricate black floral patterns. The interior is a shiny gold, adding a warm contrast. The overall finish is reflective, enhancing the visual depth of the colors.",,8.36,True,../pics/2026_AW/Xian Metals And Minerals Imp_2745/images/70884_25JP092_0_FINAL PRICE + PACK xian metals.jpg
57155,2026_SS,Daikai,Natural,Blue,,Beige,Blue,,Beige,Blue,,False,0.85,0.85,,"The product features a combination of natural beige and deep blue colors. The beige is predominant, complemented by bold blue stripes. The finish appears matte, enhancing the natural texture of the materials. The blue is consistent across the stripes, while the beige has slight variations in tone. Overall, there are 2 distinct colors.",,9.55,True,../pics/2026_SS/Daikai_1597/images/57155_20S03-1132LM-D L_0_ESTIMATED ORDER - Daikai-2026_SS-SF1597.jpg
1855,2026_SS,Changhao Glass,Green,,,Green,Light blue,Off-white,Green,Blue,White,False,0.85,0.8,0.7,"The product features a blend of olive green, light green, and soft blue hues, with a glossy finish that enhances the colors. There are subtle gradients and swirls throughout, creating a dynamic visual effect. A thin line of cream or off-white runs through the design, adding contrast.",,9.77,True,../pics/2026_SS/Changhao Glass_1410/images/1855_GJ17-20-A-13_0_2026_SS-Changhao Glass-1410-SELECTION-SHEET.jpg
57850,2026_SS,Marg Shree ,Orange,Pink,,Orange,Red,Pink,Orange,Red,Pink,False,0.9,0.85,0.8,"The product features vibrant colors including deep red, bright orange, sunny yellow, and rich pink. The finish is glossy, enhancing the brightness of the colors. There are fluid patterns created by the blending of these hues, giving a dynamic appearance.",,8.32,True,../pics/2026_SS/Marg Shree _1240/images/57850_MSE-250126_0_Copy of 2026_SS-Marg Shree -1240-INFORMATION-SHEET (3) (1).jpg
